product_id,メーカー,ブランド名,アイテムカテゴリ,ベストコスメ,ランキングIN
10202812,TIRTIR,TIRTIR,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,{'BestCosme_Award_1': '@cosmeベストコスメアワード2021 上半期新作ベストクッションファンデ 第3位'},
10227931,マックプランニング,FORENCOS,ベースメイク > 化粧下地・コンシーラー > コンシーラー,,
10207578,VIVAWAVE,hince,メイクアップ > アイシャドウ > パウダーアイシャドウ > コフレ・キット・セット > メイクアップキット・パレット,,
10205011,"Newiz company co.,ltd",APLIN,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,,
10233354,アモーレパシフィックジャパン,HERA,メイクアップ > 口紅・グロス・リップライナー > リップグロス,,リップグロスランキング 18位
10218601,The Founders,Anua,スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10189942,セキド,MEDIHEAL(メディヒール),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,{'BestCosme_Award_1': '@cosmeベストコスメアワード2020 上半期新作ベストシートマスク・パック 第3位'},
10179545,アモーレパシフィック(海外),espoir,日焼け対策・UVケア > 日焼け止め・UVケア(顔用),,
10188019,SEWHA P&C,moremo,ヘアケア・スタイリング > シャンプー・コンディショナー > ヘアパック・トリートメント,,
10160885,CLIO COSMETICS,CLIO,ベースメイク > フェイスパウダー > プレストパウダー,,
282127,スティラ コスメティックス,スティラ,メイクアップ > チーク > パウダーチーク,,
10251355,BENOW,ナンバーズイン(numbuzin),スキンケア・基礎化粧品 > 化粧水 > 化粧水,,
309374,スティラ コスメティックス,スティラ,メイクアップ > アイシャドウ > パウダーアイシャドウ,,
10259984,アモーレパシフィックジャパン,LANEIGE(ラネージュ),スキンケア・基礎化粧品 > 目元・口元スペシャルケア > リップケア・リップクリーム,,
10254608,Rainmakers,Wonjungyo,ベースメイク > フェイスパウダー > ルースパウダー,{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 上半期新作コスメ 価格別賞 ロープライス部門 パウダー 第1位'},ルースパウダーランキング 7位
10198611,魔女工場,manyo,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
343675,スティラ コスメティックス,スティラ,メイクアップ > アイシャドウ > ジェル・クリームアイシャドウ,,
10231697,ＲＯＭ Ｉｎｔｅｒｎａｔｉｏｎａｌ,Dinto,メイクアップ > 口紅・グロス・リップライナー > 口紅 > メイクアップ > 口紅・グロス・リップライナー > リップグロス,,ティントランキング 10位
10250351,iFAMILYSC,rom&nd,メイクアップ > 口紅・グロス・リップライナー > リップグロス,{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 上半期新作ベストリキッドルージュ 第2位'},リップグロスランキング 11位
10181503,アモーレパシフィックジャパン,エチュード,メイクアップ > アイシャドウ > パウダーアイシャドウ > コフレ・キット・セット > メイクアップキット・パレット,,
10242922,Laka COSMETICS,Laka,メイクアップ > 口紅・グロス・リップライナー > 口紅,,
10240650,ダリーフ,daleaf,ヘアケア・スタイリング > スペシャルヘアケア > アウトバストリートメント,,
10205530,MBX,i’m meme(アイムミミ),メイクアップ > チーク > パウダーチーク > メイクアップ > アイシャドウ > パウダーアイシャドウ > コフレ・キット・セット > メイクアップキット・パレット,{'BestCosme_Award_1': '@cosmeベストコスメアワード2023 ベストマルチパレット 第3位'},
10233352,アモーレパシフィックジャパン,HERA,メイクアップ > 口紅・グロス・リップライナー > 口紅 > スキンケア・基礎化粧品 > 目元・口元スペシャルケア > リップケア・リップクリーム,,
10245453,CLIO COSMETICS,CLIO,メイクアップ > アイシャドウ > パウダーアイシャドウ > コフレ・キット・セット > メイクアップキット・パレット,,
10254267,VIVAWAVE,hince,メイクアップ > 口紅・グロス・リップライナー > 口紅 > メイクアップ > 口紅・グロス・リップライナー > リップグロス > スキンケア・基礎化粧品 > 目元・口元スペシャルケア > リップケア・リップクリーム,,ティントランキング 5位
10240091,ISAMOGU,Celladix,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10202660,NATURE REPUBLIC,ネイチャーリパブリック,スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10242210,Beautyselection,Biodance,スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10230413,アモーレパシフィックジャパン,primera,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10191574,ミシャ ジャパン,MISSHA（ミシャ）,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,,
330567,スティラ コスメティックス,スティラ,メイクアップ > アイライナー > ペンシルアイライナー > メイクアップ > アイライナー > ジェルアイライナー,,
10251406,GOWOONSESANG COSMETICS,Dr.G(ドクタージー),ベースメイク > 化粧下地・コンシーラー > 化粧下地 > 日焼け対策・UVケア > 日焼け止め・UVケア(顔用),,
10210743,アモーレパシフィックジャパン,エチュード,メイクアップ > アイブロウ > アイブロウペンシル,,アイブロウペンシルランキング 20位
10255771,Rainmakers,Wonjungyo,ヘアケア・スタイリング > シャンプー・コンディショナー > シャンプー・コンディショナー,,
10233837,VT COSMETICS,VT(ブイティー),スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
332198,スティラ コスメティックス,スティラ,メイクアップ > 口紅・グロス・リップライナー > リップグロス,,
10218693,APR JAPAN,MEDICUBE(メディキューブ),スキンケア・基礎化粧品 > 化粧水 > 化粧水,,拭き取り化粧水ランキング 17位
10207587,VIVAWAVE,hince,メイクアップ > 口紅・グロス・リップライナー > 口紅 > メイクアップ > アイシャドウ > ジェル・クリームアイシャドウ > メイクアップ > チーク > ジェル・クリームチーク,,
10243936,Rainmakers,Wonjungyo,スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10226724,MBX,i’m meme(アイムミミ),メイクアップ > チーク > ジェル・クリームチーク,,
10164476,ミシャ ジャパン,MISSHA（ミシャ）,ベースメイク > 化粧下地・コンシーラー > コンシーラー,{'BestCosme_Award_1': '@cosmeベストコスメアワード2019 上半期新作 ベストコンシーラー 第1位'},
10081418,アモーレパシフィックジャパン,エチュード,メイクアップ > アイライナー > リキッドアイライナー,,
10201371,"Newiz company co.,ltd",APLIN,スキンケア・基礎化粧品 > 化粧水 > 化粧水,,
10215957,アモーレパシフィック(海外),スーンプラス,ベースメイク > フェイスパウダー > プレストパウダー,,
10183937,CLIO COSMETICS,goodal（海外）,スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10209704,BUDDYNETWORKS,DEWYCEL,ベースメイク > 化粧下地・コンシーラー > 化粧下地,,
10218756,セキド,MEDIHEAL(メディヒール),スキンケア・基礎化粧品 > その他スキンケア > その他スキンケア > 美容グッズ・美容家電 > スキンケアグッズ > その他スキンケアグッズ,{'BestCosme_Award_1': '@cosmeベストコスメアワード2022 上半期新作ベスト美容グッズ 第3位'},その他スキンケアグッズランキング 18位
10209265,アモーレパシフィックジャパン,エチュード,メイクアップ > 口紅・グロス・リップライナー > 口紅,,
10245099,TFIT CLASS,tfit,ベースメイク > フェイスパウダー > ルースパウダー,,ルースパウダーランキング 17位
10212194,ミシャ ジャパン,A’pieu（アピュー）,ベースメイク > 化粧下地・コンシーラー > 化粧下地 > スキンケア・基礎化粧品 > その他スキンケア > その他スキンケア,,その他スキンケアランキング 14位
10241231,Rainmakers,Wonjungyo,メイクアップ > 口紅・グロス・リップライナー > リップグロス > スキンケア・基礎化粧品 > 目元・口元スペシャルケア > リップケア・リップクリーム,,リップグロスランキング 10位
10233920,AMUSE,AMUSE,メイクアップ > 口紅・グロス・リップライナー > 口紅 > メイクアップ > 口紅・グロス・リップライナー > リップグロス,,
10224834,ミュードメイト,mude.,メイクアップ > マスカラ > マスカラ,,
10251887,The Founders,Anua,スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,シートマスク・パックランキング 18位
332196,スティラ コスメティックス,スティラ,メイクアップ > チーク > ジェル・クリームチーク,,
10176224,アモーレパシフィックジャパン,イニスフリー,ベースメイク > フェイスパウダー > ルースパウダー,,
10177533,ウィッシュカンパニー,"クレアス(Dear,Klairs)",スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム,,
10074757,ドドジャパン,パルガントン,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,,
10245096,TFIT CLASS,tfit,ベースメイク > 化粧下地・コンシーラー > 化粧下地,,
